,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
28124,Spacious Bright Top Floor Apt w/ Balcony in LIC 1,76956826992,Unconfirmed,Yves,Queens,Sunnyside,40.73874,-73.92961,United States,US,0,flexible,Private room,2005.0,246,49,2.0,50.0
28125,"5* Modern Lux 2BR2B Midtown Manhattan, River Views",18887646796,Verified,B,Manhattan,Hell's Kitchen,40.76825,-73.99107,United States,US,1,flexible,Entire home/apt,2013.0,680,136,3.0,12.0
28126,"Spacious & Sunny 2BD / 2BTH in Chelsea, Manhattan",23335865048,Unconfirmed,Natalie,Manhattan,Chelsea,40.74312,-73.99953,United States,US,1,strict,Entire home/apt,2014.0,277,55,3.0,12.0
28127,Spacious Bright Top Floor Apt w/ Balcony in LIC 2,60836692222,Verified,Yves,Queens,Sunnyside,40.7387,-73.9283,United States,US,0,flexible,Private room,2010.0,666,133,2.0,53.0
28128,Luxurious Midtown Manhattan Apartment -Ladies Only,26078597378,Verified,Brianna,Manhattan,Kips Bay,40.74351,-73.97857,United States,US,0,strict,Shared room,2004.0,254,51,1.0,4.0
28129,Huge Clean Room in Trendy Bushwick,83514355940,Verified,Marlee,Brooklyn,Bushwick,40.69523,-73.90871,United States,US,0,strict,Private room,2012.0,308,62,2.0,28.0
28130,one bedroom apt for long term stay up to 2 months,81668350198,Verified,진,Manhattan,Upper West Side,40.77506,-73.98162,United States,US,1,strict,Entire home/apt,2016.0,992,198,15.0,0.0
28131,Peaceful Studio Sanctuary In Heart Of Williamsburg,25352096780,Verified,Tatiana,Brooklyn,Williamsburg,40.71805,-73.9584,United States,US,0,moderate,Entire home/apt,2003.0,622,124,3.0,12.0
28132,Cozy Apartment in Williamsburg,30528572389,Unconfirmed,Athina,Brooklyn,Williamsburg,40.70912,-73.94813,United States,US,0,moderate,Entire home/apt,2009.0,1100,220,6.0,1.0
28133,Manhattan Luxury Doorman Loft in Midtown South,57773875143,Verified,Sean,Manhattan,Midtown,40.74989,-73.98231,United States,US,0,flexible,Private room,2004.0,555,111,3.0,31.0
28134,"Bright, comfy room in Bushwick, huge roof patio",47667658432,Verified,Amy,Brooklyn,Bushwick,40.69853,-73.92919,United States,US,0,flexible,Private room,2012.0,541,108,2.0,2.0
28135,Gorgeous open space apartment!,9492023152,Unconfirmed,Brandon,Manhattan,Harlem,40.81455,-73.95122,United States,US,0,moderate,Private room,2009.0,426,85,3.0,1.0
28136,One bedroom in shared (but empty) apt in Harlem,96662707182,Verified,Santiago,Manhattan,Harlem,40.82032,-73.95465,United States,US,0,flexible,Shared room,2021.0,286,57,20.0,0.0
28137,large room and convenient to train and JFK. #4,10725286557,Unconfirmed,John,Queens,Richmond Hill,40.68985,-73.82003,United States,US,0,moderate,Private room,2017.0,474,95,3.0,7.0
28138,Forest Houses City Getaway (No Hot Water),9857756594,Verified,Mandela,Bronx,Longwood,40.823,-73.90859,United States,US,0,moderate,Entire home/apt,2008.0,428,86,1.0,104.0
28139,"Free yoga & sauna, awesome room. Sunny, wood floor",79157842214,Unconfirmed,Gabriela,Brooklyn,Carroll Gardens,40.68105,-73.99267,United States,US,1,strict,Private room,2020.0,383,77,1.0,20.0
28140,"Free yoga & sauna, beautiful room. Best hood. Nice",64604836313,Verified,Gabriela,Brooklyn,Carroll Gardens,40.68168,-73.99291,United States,US,1,moderate,Private room,2021.0,691,138,1.0,16.0
28141,Perfect Beautiful Modern House in NYC Summer,85495601736,Verified,Johan,Queens,Ditmars Steinway,40.77537,-73.90279,United States,US,0,flexible,Entire home/apt,2014.0,259,52,3.0,49.0
28142,Hip and cozy LES apartment,78968493640,Unconfirmed,Isabella,Manhattan,Lower East Side,40.71975,-73.98975,United States,US,0,flexible,Entire home/apt,2012.0,66,13,2.0,1.0
28143,"Yoga & sauna during your stay, spacious & sunny.",27054382141,Verified,Gabriela,Brooklyn,Carroll Gardens,40.68243,-73.99334,United States,US,1,strict,Private room,2006.0,1190,238,1.0,20.0
28144,Charming Private Brooklyn Apartment,4061336583,Verified,Judith,Brooklyn,East New York,40.6762,-73.87936,United States,US,1,moderate,Entire home/apt,2012.0,766,153,3.0,66.0
28145,Cozy Upper East Side Studio close to EVERYTHING,40201294025,Unconfirmed,Eric,Manhattan,Upper East Side,40.77641,-73.94616,United States,US,1,flexible,Entire home/apt,2018.0,295,59,2.0,1.0
28146,Private bedroom Roosevelt island,64597626043,Unconfirmed,Candice,Manhattan,Roosevelt Island,40.76184,-73.94848,United States,US,0,strict,Private room,2012.0,1047,209,1.0,2.0
28147,Fort Greene Jewel,71252545323,Unconfirmed,JoAnn,Brooklyn,Clinton Hill,40.68933,-73.96879,United States,US,1,moderate,Entire home/apt,2011.0,494,99,29.0,24.0
28148,"Modern & Cozy 2Bedroom apt.
15min to Times Square.",94636715019,Unconfirmed,James,Manhattan,Harlem,40.8227,-73.94014,United States,US,0,moderate,Private room,2013.0,540,108,4.0,42.0
28149,COZY STUDIO IN THE HEART OF CENTRAL HARLEM!,59078615854,Verified,Asya,Manhattan,Harlem,40.81911,-73.93794,United States,US,0,moderate,Entire home/apt,2005.0,1025,205,2.0,38.0
28150,Manhattan room,64185330362,Unconfirmed,Matilda,Manhattan,Hell's Kitchen,40.75692,-73.9979,United States,US,1,flexible,Private room,2020.0,384,77,2.0,7.0
28151,法拉盛中心近地铁舒适单房—Cozy room in flushing,13412398287,Verified,Wynne,Queens,Flushing,40.75855,-73.82208,United States,US,0,strict,Private room,2015.0,504,101,1.0,16.0
28152,Lovely bright room in Washington Heights,2332574743,Verified,Patricia,Manhattan,Washington Heights,40.85783,-73.93117,United States,US,1,strict,Private room,2020.0,760,152,3.0,10.0
28153,Luxury Large Studio Apt at City Hall Park/Tribeca,11308303252,Verified,Stacy,Manhattan,Civic Center,40.71194,-74.00704,United States,US,1,flexible,Entire home/apt,2008.0,758,152,4.0,0.0
28154,Colonial Bdr Near Midtown Manhattan,33314678664,Unconfirmed,Miss. G.,Queens,Ditmars Steinway,40.77611,-73.91481,United States,US,1,flexible,Private room,2015.0,1052,210,1.0,14.0
28155,"Spacious, convenient, and affordable!",40786772942,Verified,Mohamad,Brooklyn,Bay Ridge,40.63971,-74.03089,United States,US,1,moderate,Private room,2019.0,1127,225,1.0,1.0
28156,Beautiful Brooklyn Apartment,86917508234,Verified,Zack,Brooklyn,Flatbush,40.63578,-73.95684,United States,US,1,moderate,Private room,2003.0,731,146,3.0,5.0
28157,The Baltic - A One Bedroom Apartment,71437335521,Verified,Gareth,Brooklyn,Gowanus,40.68192,-73.98176,United States,US,1,moderate,Entire home/apt,2005.0,825,165,2.0,7.0
28158,Cosy room in bushwick,98588319212,Verified,Shaul,Brooklyn,Bushwick,40.68684,-73.91001,United States,US,0,moderate,Private room,2022.0,597,119,1.0,0.0
28159,Park Slope 15 min to MANHATTAN SLEEPS 10 + INFANT,83549089403,Verified,Alejandro,Brooklyn,Gowanus,40.67023,-73.99235,United States,US,0,strict,Entire home/apt,2017.0,405,81,2.0,19.0
28160,Premier Garden Suite near Columbia University,65859803083,Verified,Zeleke,Manhattan,Harlem,40.80815,-73.95399,United States,US,0,flexible,Entire home/apt,2019.0,745,149,3.0,20.0
28161,Great little spot,87293386363,Unconfirmed,Jarryd,Brooklyn,Bushwick,40.70167,-73.93075,United States,US,0,strict,Private room,2012.0,834,167,1.0,1.0
28162,Gorgeous Appartment in Prime NYC area,1785594542,Verified,Ann,Manhattan,Midtown,40.74374,-73.98541,United States,US,1,flexible,Entire home/apt,2003.0,184,37,4.0,0.0
28163,"Luxury 2 Bedroom, 2 Bathroom Apt with Roof & Gym",26548123163,Unconfirmed,Victoria,Manhattan,Upper East Side,40.76072,-73.96272,United States,US,0,flexible,Entire home/apt,2007.0,1127,225,2.0,1.0
28164,Charming bedroom with huge terrace in Greenpoint,3754449001,Verified,Renata,Brooklyn,Greenpoint,40.7233,-73.94065,United States,US,1,flexible,Private room,2004.0,712,142,2.0,5.0
28165,"Your insanely quiet, achingly cute, chillspot",65891900071,Unconfirmed,Eve,Brooklyn,Williamsburg,40.71233,-73.94118,United States,US,1,strict,Private room,2021.0,404,81,1.0,31.0
28166,Luxury Times Square High Rise,76569124007,Verified,Rajan,Manhattan,Hell's Kitchen,40.75857,-73.99189,United States,US,1,moderate,Entire home/apt,2006.0,1154,231,3.0,6.0
28167,Subleasing-Room available starting May or earlier,50193463252,Unconfirmed,Omur,Queens,Astoria,40.76581,-73.92518,United States,US,0,strict,Shared room,2004.0,1026,205,30.0,2.0
28168,"Room w/ amazing views, elevator & private bathroom",14077574649,Unconfirmed,Bianca,Manhattan,Two Bridges,40.71291,-73.99463,United States,US,1,strict,Private room,2005.0,623,125,3.0,42.0
28169,Central Park Gem,76974260332,Verified,Austin,Manhattan,Harlem,40.80116,-73.95287,United States,US,1,strict,Private room,2009.0,94,19,1.0,5.0
28170,SPACIOUS BROOKLYN STUDIO NEAR MUSEUM,92940868133,Verified,Chris,Brooklyn,Crown Heights,40.67719,-73.95471,United States,US,1,strict,Entire home/apt,2003.0,629,126,4.0,15.0
28171,"The ""TriBeCa LOFT"" #3 | A stylish 2 bed apt",17071717818,Verified,Annamaria,Manhattan,Tribeca,40.72052,-74.00365,United States,US,0,strict,Entire home/apt,2011.0,545,109,14.0,23.0
28172,Private 1 bedroom 10 mins away to Manhattan NYC,85277033870,Verified,Dorothy,Queens,Long Island City,40.75469,-73.92822,United States,US,1,moderate,Private room,2004.0,1050,210,1.0,23.0
28173,"The ""TriBeCa Loft"" #5 | A brand New 2 beds Loft",56799976123,Verified,Annamaria,Manhattan,Tribeca,40.71912,-74.0038,United States,US,1,flexible,Entire home/apt,2005.0,360,72,14.0,14.0
28174,Nice bunkbed room with private bathroom!,26251144269,Verified,Marcia,Staten Island,Westerleigh,40.61422,-74.13167,United States,US,1,strict,Private room,2021.0,555,111,2.0,17.0
28175,Cozy Bedroom East Williamsburg,18812642014,Unconfirmed,Wassym,Brooklyn,Williamsburg,40.70514,-73.94418,United States,US,1,moderate,Private room,2018.0,614,123,4.0,2.0
28176,Cozy Apartment across Astoria Park,67459072636,Verified,Suhel,Queens,Ditmars Steinway,40.77692,-73.92385,United States,US,1,flexible,Entire home/apt,2004.0,880,176,1.0,93.0
28177,Large 2 Bedroom in trendy LIC 5 mins from City.,36246114984,Unconfirmed,Simon,Queens,Long Island City,40.74804,-73.94172,United States,US,0,strict,Entire home/apt,2022.0,142,28,2.0,8.0
28178,Big room in luxury building-10mins to Manhattan,55385944548,Verified,Charles,Queens,Long Island City,40.74832,-73.94197,United States,US,1,flexible,Private room,2009.0,730,146,1.0,4.0
28179,PRIVATE ROOM CLOSE TO MANHATTAN,16253960095,Unconfirmed,Miss. G.,Queens,Astoria,40.76903,-73.91895,United States,US,0,moderate,Private room,2010.0,935,187,1.0,26.0
28180,Private Bedroom Near Union Square and East Village,76898854627,Unconfirmed,Vivian,Manhattan,East Village,40.73277,-73.98716,United States,US,1,moderate,Private room,2004.0,543,109,3.0,104.0
28181,Couch in Red Hook,20712547868,Verified,Bryan And Candace,Brooklyn,Red Hook,40.67981,-74.00446,United States,US,1,flexible,Shared room,2019.0,961,192,1.0,1.0
28182,Freehand New York- Queen Room,74594220753,Unconfirmed,Freehand,Manhattan,Flatiron District,40.74077,-73.98718,United States,US,0,moderate,Private room,2017.0,365,73,1.0,47.0
28183,Convenient PRIVATE ROOM in Brooklyn. Near station!,18762405548,Verified,Mamiko,Brooklyn,Bedford-Stuyvesant,40.69455,-73.93445,United States,US,1,flexible,Private room,2020.0,135,27,4.0,35.0
28184,Peaceful Escape |Sunny+Modern| Close to Everything,9438766252,Verified,Shek,Manhattan,East Harlem,40.79202,-73.93999,United States,US,0,moderate,Private room,2009.0,1027,205,2.0,8.0
28185,Sweet living quarters,90047880577,Verified,Alex,Brooklyn,Bushwick,40.70189,-73.91984,United States,US,0,moderate,Private room,2006.0,73,15,1.0,3.0
28186,Harlem Hideaway,86798510386,Verified,Garret,Manhattan,Harlem,40.8229,-73.93925,United States,US,0,flexible,Private room,2007.0,141,28,1.0,14.0
28187,Artsy and modern room in a friendly neighborhood.,53414716490,Verified,Kamila,Queens,Ridgewood,40.69741,-73.89895,United States,US,1,strict,Private room,2010.0,77,15,4.0,0.0
28188,Cozy West Village Apartment,73761707906,Verified,Noni,Manhattan,West Village,40.73248,-74.00053,United States,US,0,moderate,Entire home/apt,2005.0,667,133,1.0,29.0
28189,Private Room for 1 person in LES/Chinatown,85422689283,Unconfirmed,Scotty,Manhattan,Chinatown,40.71626,-73.99224,United States,US,1,flexible,Private room,2022.0,516,103,1.0,7.0
28190,Spacious updated pre-war House,39423460931,Unconfirmed,Sophia,Brooklyn,Bushwick,40.69,-73.91885,United States,US,1,moderate,Entire home/apt,2013.0,471,94,2.0,1.0
28191,Splendid on The Park,7206097948,Unconfirmed,Diane And Craig,Manhattan,Harlem,40.80638,-73.94415,United States,US,0,strict,Entire home/apt,2021.0,153,31,3.0,29.0
28192,Room,44795841964,Unconfirmed,Nayely,Queens,Astoria,40.76895,-73.92489,United States,US,0,flexible,Private room,2012.0,901,180,1.0,1.0
28193,"Big Comfy Room Crown Heights, BK! (25 min to city)",4163301750,Verified,Stacy,Brooklyn,Crown Heights,40.6781,-73.95487,United States,US,1,flexible,Private room,2004.0,196,39,1.0,3.0
28194,"Convenient and cozy room in Brooklyn, 2345 trains",31273247580,Verified,Michela,Brooklyn,Crown Heights,40.67064,-73.95714,United States,US,0,strict,Private room,2006.0,387,77,1.0,0.0
28195,Clinton Hill – Brooklyn’s Best Nest,40466786918,Verified,Tara,Brooklyn,Clinton Hill,40.68299,-73.96258,United States,US,1,strict,Entire home/apt,2012.0,793,159,29.0,5.0
28196,Beautiful bedroom in Manhattan,35855983076,Verified,Mamadou,Manhattan,Harlem,40.82375,-73.95379,United States,US,1,strict,Private room,2003.0,412,82,2.0,28.0
28197,Most luxuriest place to relax while visiting NYC,56400689751,Unconfirmed,Shawn,Manhattan,Hell's Kitchen,40.76075,-73.99837,United States,US,0,moderate,Entire home/apt,2007.0,232,46,30.0,0.0
28198,1-BR Lincoln Center,16789539242,Unconfirmed,Jelena,Manhattan,Upper West Side,40.77213,-73.98665,United States,US,1,strict,Entire home/apt,2010.0,59,12,30.0,0.0
28199,Big Private Room in Perfect Williamsburg Location,81147593747,Unconfirmed,Tay,Brooklyn,Williamsburg,40.71479,-73.93961,United States,US,0,moderate,Private room,2007.0,946,189,2.0,0.0
28200,White Castle,2798194783,Verified,Sasha,Brooklyn,Williamsburg,40.7089,-73.95632,United States,US,0,flexible,Entire home/apt,2011.0,491,98,2.0,9.0
28201,Huge Apartment in East Village,86424509253,Unconfirmed,Saim,Manhattan,East Village,40.72555,-73.98247,United States,US,1,flexible,Entire home/apt,2019.0,213,43,2.0,2.0
28202,Cozy and Laid Back in L.E.S.,80252720021,Verified,Robert,Manhattan,East Village,40.72167,-73.98066,United States,US,1,flexible,Private room,2007.0,1025,205,1.0,3.0
28203,crème de la crème  - Luxurious 1 BR Grand Central,25661374018,Unconfirmed,Corporate Housing,Manhattan,Murray Hill,40.74934,-73.9781,United States,US,0,strict,Entire home/apt,2003.0,702,140,30.0,2.0
28204,Beautiful Private Artist's Bungalow,83534890589,Verified,Melody,Brooklyn,Crown Heights,40.67542,-73.94799,United States,US,1,moderate,Entire home/apt,2004.0,775,155,3.0,9.0
28205,Brooklyn clean and quiet,75766596396,Unconfirmed,Roody,Brooklyn,Canarsie,40.63409,-73.89383,United States,US,1,strict,Private room,2013.0,1087,217,1.0,0.0
28206,"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",44492829148,Verified,Atthaphon,Brooklyn,Williamsburg,40.72064,-73.96022,United States,US,0,flexible,Private room,2017.0,1178,236,2.0,55.0
28207,Charming East Village 1 Bed,88162759319,Verified,Pete,Manhattan,East Village,40.72454,-73.98749,United States,US,1,strict,Entire home/apt,2009.0,682,136,7.0,21.0
28208,Cozy Brooklyn Room with Great Vibes,23627251063,Unconfirmed,Janae,Brooklyn,Flatbush,40.64488,-73.96889,United States,US,0,moderate,Private room,2022.0,453,91,1.0,2.0
28209,1 Bedroom Apartment in Tribeca,11091218749,Unconfirmed,Michael,Manhattan,Tribeca,40.71514,-74.00709,United States,US,1,flexible,Entire home/apt,2006.0,1103,221,2.0,0.0
28210,Redford Room,69207204205,Unconfirmed,Jasmine,Manhattan,Lower East Side,40.71922,-73.98714,United States,US,0,moderate,Private room,2015.0,448,90,1.0,1.0
28211,Room for rent in the heart of Manhattan,98368731232,Unconfirmed,Ava,Manhattan,Upper East Side,40.77509,-73.95554,United States,US,1,flexible,Private room,2009.0,296,59,1.0,58.0
28212,Redford Room 2,38083346502,Verified,Jasmine,Manhattan,Lower East Side,40.72133,-73.98684,United States,US,0,strict,Private room,2014.0,114,23,1.0,1.0
28213,Renovated 1 bedroom in Bedstuy Brooklyn brownstone,58766572714,Verified,Janelle,Brooklyn,Bedford-Stuyvesant,40.68317,-73.92777,United States,US,1,moderate,Entire home/apt,2022.0,930,186,2.0,9.0
28214,LARGE & CONVENIENT Private Room in Brooklyn,74456682014,Unconfirmed,Mamiko,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93288,United States,US,0,moderate,Private room,2003.0,231,46,4.0,58.0
28215,Sunny and cozy place with coffee morning,53440047565,Verified,Ivan,Brooklyn,Crown Heights,40.67518,-73.94771,United States,US,0,flexible,Private room,2010.0,799,160,3.0,1.0
28216,Beautiful Oasis in Brooklyn,48228269455,Verified,Cindy,Brooklyn,Bedford-Stuyvesant,40.6832,-73.9529,United States,US,1,strict,Entire home/apt,2004.0,753,151,3.0,50.0
28217,★ Cosy room in Bushwick ★ 20-min to Manhattan,57274767515,Verified,Marlice,Brooklyn,Bushwick,40.68868,-73.90655,United States,US,1,flexible,Private room,2018.0,104,21,3.0,55.0
28218,Spacious and modern space. Super cozy and quiet,28490857325,Verified,Jay,Staten Island,West Brighton,40.63229,-74.11351,United States,US,0,moderate,Entire home/apt,2012.0,830,166,2.0,3.0
28219,Perfect block in NYC,35066809940,Unconfirmed,Eduardo,Manhattan,Morningside Heights,40.80414,-73.96498,United States,US,0,moderate,Entire home/apt,2015.0,515,103,1.0,23.0
28220,Historic Bed Stuy Charmer! Entire Apartment!,53177933118,Verified,Michael,Brooklyn,Bedford-Stuyvesant,40.68427,-73.93118,United States,US,0,moderate,Entire home/apt,2009.0,539,108,3.0,87.0
28221,Private Guest Bedroom with beautiful back yard.,28530595444,Verified,Hamza,Brooklyn,Bedford-Stuyvesant,40.68108,-73.92729,United States,US,0,strict,Private room,2005.0,200,40,2.0,33.0
28222,Serene Studio in Brooklyn,47083562792,Verified,Jenni,Brooklyn,Carroll Gardens,40.68384,-73.99431,United States,US,1,moderate,Entire home/apt,2010.0,314,63,2.0,61.0
28223,"Beautiful 1 BR Apartment, Convenient Location",62893154790,Unconfirmed,Alyse,Manhattan,Kips Bay,40.74036,-73.98301,United States,US,0,flexible,Entire home/apt,2019.0,55,11,2.0,33.0
28224,"Astoria close to JFK, Laguardia Airport, Manhattan",796720218,Unconfirmed,Simone,Queens,Astoria,40.76401,-73.90921,United States,US,0,flexible,Private room,2008.0,280,56,1.0,92.0
28225,Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,50053161041,Verified,Tommy,Manhattan,Gramercy,40.73379,-73.98645,United States,US,1,moderate,Private room,2014.0,180,36,2.0,24.0
28226,Charming 2BR apt in prime Williamsburg Brooklyn,20730108643,Unconfirmed,Nate,Brooklyn,Williamsburg,40.71243,-73.96067,United States,US,0,strict,Entire home/apt,2017.0,808,162,2.0,3.0
28227,Spacious 1-Bedrm Apt Washington Heights Manhattan,61473357730,Unconfirmed,Derek,Manhattan,Washington Heights,40.84777,-73.94241,United States,US,1,strict,Entire home/apt,2017.0,486,97,1.0,3.0
28228,Private room in cozy apartment in east village,68376344621,Verified,Charles,Manhattan,East Village,40.7232,-73.98152,United States,US,0,flexible,Private room,2004.0,809,162,30.0,8.0
28229,Pelham Parkways,78603582575,Unconfirmed,Niara,Bronx,Pelham Gardens,40.85702,-73.83697,United States,US,0,moderate,Private room,2020.0,778,156,1.0,0.0
28230,Luxury Doorman. Great location.,335009036,Unconfirmed,Michael,Manhattan,Upper West Side,40.77077,-73.98481,United States,US,0,flexible,Entire home/apt,2005.0,669,134,2.0,5.0
28231,Luxury studio in Astoria just by the water,92595394019,Unconfirmed,Dimitri,Queens,Astoria,40.77179,-73.93442,United States,US,1,flexible,Entire home/apt,2022.0,218,44,4.0,0.0
28232,2 Bedroom - Midtown off 5th Ave,1251028302,Unconfirmed,Deo,Manhattan,Midtown,40.76151,-73.97635,United States,US,1,moderate,Entire home/apt,2015.0,555,111,30.0,2.0
28233,"Clean, cozy room in a great location!",88707281951,Unconfirmed,Kate,Manhattan,East Village,40.73089,-73.98429,United States,US,0,flexible,Private room,2021.0,87,17,1.0,133.0
28234,cozy has 55 tv dressers living room has own heater,54063683299,Verified,Freddy,Queens,East Elmhurst,40.76193,-73.87521,United States,US,0,flexible,Private room,2019.0,50,10,1.0,1.0
28235,Beautiful 1 Bedroom in Grammercy,64526422064,Verified,Andrew,Manhattan,Kips Bay,40.73735,-73.97952,United States,US,0,moderate,Entire home/apt,2009.0,590,118,2.0,0.0
28236,Comfy Room E Williamsburg - 1 min from L -Huge APT,92524657409,Verified,Brent,Brooklyn,Williamsburg,40.70827,-73.94133,United States,US,1,flexible,Private room,2006.0,282,56,1.0,11.0
28237,Lower East Side - Perfect Escape in NYC! #6,77810577262,Verified,Karen,Manhattan,Lower East Side,40.72145,-73.99257,United States,US,1,moderate,Entire home/apt,2013.0,94,19,30.0,3.0
28238,Full Lavish Studio apartment in the heart of NYC,52700420121,Unconfirmed,Sajee,Manhattan,Upper East Side,40.76938,-73.96732,United States,US,1,strict,Entire home/apt,2020.0,893,179,1.0,2.0
28239,"Bright 3 Bedroom, Garden, 2 Full Bathrooms",92508655249,Verified,Nima,Brooklyn,Bedford-Stuyvesant,40.68512,-73.95796,United States,US,1,flexible,Entire home/apt,2018.0,575,115,6.0,23.0
28240,Amazing Master Bedroom in Historic Brooklyn,55982505147,Verified,Chris,Brooklyn,Prospect Heights,40.67757,-73.97023,United States,US,0,flexible,Private room,2010.0,1002,200,1.0,204.0
28241,Lower East Side Newly renovated! #7,93123253971,Verified,Karen,Manhattan,Lower East Side,40.72268,-73.99205,United States,US,0,moderate,Entire home/apt,2014.0,1159,232,30.0,3.0
28242,"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",68884024739,Unconfirmed,Brendan,Brooklyn,Bushwick,40.69023,-73.91621,United States,US,1,moderate,Entire home/apt,2005.0,253,51,3.0,19.0
28243,"Sunny, fashionable home for Spring in Soho!",90871050796,Unconfirmed,Michael,Manhattan,SoHo,40.72393,-74.00446,United States,US,1,strict,Entire home/apt,2006.0,730,146,5.0,8.0
28244,Lower East Side - Amazing location! #10,82304550306,Verified,Karen,Manhattan,Lower East Side,40.7224,-73.99268,United States,US,1,strict,Entire home/apt,2020.0,342,68,30.0,2.0
28245,Lower East Side Studio - Great location! #13,34434803478,Verified,Karen,Manhattan,Lower East Side,40.7215,-73.99183,United States,US,1,strict,Entire home/apt,2016.0,1078,216,30.0,0.0
28246,Lower East Side - Lovely Studio! #14,67323234532,Verified,Karen,Manhattan,Lower East Side,40.72147,-73.99181,United States,US,1,strict,Entire home/apt,2004.0,661,132,30.0,4.0
28247,Homey Private Room in Bushwick!,73531476122,Verified,Jaritza,Brooklyn,Bushwick,40.70071,-73.9158,United States,US,1,moderate,Private room,2021.0,637,127,1.0,1.0
28248,Cozy and Spacious One Bedroom,70871817876,Unconfirmed,Zhanna,Manhattan,East Harlem,40.79803,-73.93234,United States,US,1,strict,Entire home/apt,2010.0,647,129,4.0,5.0
28249,Renovated Private 1 Bedroom in Downtown Manhattan,71389361541,Unconfirmed,Erica,Manhattan,Chinatown,40.71659,-73.99222,United States,US,1,strict,Entire home/apt,2010.0,431,86,2.0,13.0
28250,Homey and comfy room by LGA,94360425364,Unconfirmed,Myriam,Queens,East Elmhurst,40.75739,-73.88144,United States,US,0,strict,Private room,2019.0,843,169,1.0,127.0
28251,"Sunny new one bedroom in Brooklyn, Greenpoint",61628777379,Verified,Sabrina,Brooklyn,Greenpoint,40.72147,-73.9441,United States,US,0,strict,Private room,2011.0,833,167,14.0,4.0
28252,"Cozy, homey one bedroom in Brooklyn",76797486192,Verified,Grace,Brooklyn,Crown Heights,40.67318,-73.95679,United States,US,1,strict,Private room,2018.0,576,115,7.0,0.0
28253,Entire apartment in Ditmas Park/Flatbush,65960875353,Verified,Nitika,Brooklyn,Flatbush,40.64149,-73.96157,United States,US,1,flexible,Entire home/apt,2003.0,816,163,1.0,5.0
28254,Semi-Private Studio in Quiet Brooklyn Neighborhood,75709231550,Unconfirmed,Matthew,Brooklyn,Flatlands,40.61637,-73.92206,United States,US,1,moderate,Private room,2015.0,1104,221,1.0,18.0
28255,4 min walk to the subway and Columbia University,45010531519,Verified,Amit,Manhattan,Harlem,40.80708,-73.95583,United States,US,1,flexible,Private room,2010.0,502,100,7.0,0.0
28256,Swim in Garden Pond near City & JFK,18303115829,Verified,Mayo,Queens,Howard Beach,40.66201,-73.84084,United States,US,0,flexible,Entire home/apt,2005.0,203,41,2.0,83.0
28257,Huge Terrace 2 bed 2 Bath POOl in building,19239480646,Verified,Yaacov,Manhattan,Upper East Side,40.77708,-73.95113,United States,US,0,moderate,Entire home/apt,2006.0,1085,217,31.0,5.0
28258,Speakeasy Inn Bushwick Two,78022368341,Verified,Cristiano,Brooklyn,Bushwick,40.70241,-73.91996,United States,US,0,moderate,Private room,2007.0,813,163,1.0,60.0
28259,Manhattan -Top Location - Full Apartment,63931478899,Verified,Nl,Manhattan,Midtown,40.75993,-73.96342,United States,US,1,moderate,Entire home/apt,2011.0,413,83,4.0,52.0
28260,Brownstone Getaway in Fort Greene,34509238973,Verified,Megan,Brooklyn,Fort Greene,40.68853,-73.96943,United States,US,0,moderate,Entire home/apt,2012.0,775,155,3.0,42.0
28261,Manhattan club NYE room,85203397446,Verified,Allison,Manhattan,Hell's Kitchen,40.76748,-73.98536,United States,US,0,strict,Private room,2012.0,300,60,2.0,1.0
28262,"Artistic home, cozy queen bed",3311735191,Verified,Lizette,Brooklyn,Williamsburg,40.71239,-73.95098,United States,US,0,moderate,Private room,2012.0,90,18,2.0,20.0
28263,Brooklyn castle w/ Manhattan skyline views,48706817871,Unconfirmed,Asha,Brooklyn,Bedford-Stuyvesant,40.68185,-73.92854,United States,US,1,flexible,Private room,2005.0,1127,225,30.0,25.0
28264,One Bedroom Apt next to Empire State,78770280394,Unconfirmed,Alberto,Manhattan,Midtown,40.74751,-73.98725,United States,US,1,moderate,Entire home/apt,2005.0,339,68,7.0,3.0
28265,Housing for SGU/SABA/AUA/ROSS Students/ Residents,20605798640,Verified,Lyn,Brooklyn,East Flatbush,40.66313,-73.92684,United States,US,1,strict,Private room,2022.0,587,117,30.0,0.0
28266,Sunny & Cozy Double Bedroom with private entrance,38678158820,Verified,Meryem,Brooklyn,Windsor Terrace,40.66023,-73.9804,United States,US,1,flexible,Private room,2011.0,100,20,1.0,6.0
28267,1-bedroom apartment for up to  4 in Times Square.,36857590318,Unconfirmed,Jessy,Manhattan,Hell's Kitchen,40.76011,-73.99571,United States,US,0,flexible,Entire home/apt,2005.0,750,150,1.0,75.0
